Title,UrlName,Summary,Language,IsVisibleInPkb,IsVisibleInCsp,IsVisibleInPrm
"Requesting a Compressed Work Schedule","requesting-a-compressed-work-schedule","<p>A compressed schedule (for example, four 10-hour days instead of five 8-hour days) can be requested through your manager and confirmed with People Success — most roles are eligible unless the role specifically requires daily availability during standard business hours (e.g. certain customer-facing support roles). Compressed schedules are typically approved on a 60-day trial basis before being made permanent.</p>","en_US","TRUE","FALSE","FALSE"
"Core Hours and Flexible Start/End Times","core-hours-and-flexible-start-end-times","<p>Everline's core collaboration hours are 10am-3pm in your local time zone — outside that window, employees can start and end their day whenever works best for them, as long as weekly hours and meeting commitments are met. This applies company-wide by default; no request is needed unless you want a schedule that falls outside even the flexible boundaries (for example, working exclusively evenings).</p>","en_US","TRUE","FALSE","FALSE"
"Fully Remote Work Arrangements","fully-remote-work-arrangements","<p>Employees can request a fully remote arrangement even if their role is nominally office-based, subject to manager approval and any role-specific requirements. Requests are submitted through the Flexible Work portal and typically reviewed within one week. A fully remote arrangement does not require a medical or accommodation justification — it can be requested for any reason, though accommodation-driven requests are prioritized for faster review.</p>","en_US","TRUE","FALSE","FALSE"
"Hybrid Schedule Options","hybrid-schedule-options","<p>Hybrid employees can choose which days they come into an Everline office, as long as they overlap with their immediate team's designated in-office day at least once per week. Hybrid schedules are set with your manager directly and don't require a formal Flexible Work portal request unless you need an exception to the team's designated day.</p>","en_US","TRUE","FALSE","FALSE"
"Asynchronous Communication Norms at Everline","asynchronous-communication-norms-at-everline","<p>Everline treats most work communication as asynchronous by default: messages don't require an immediate reply, and 'urgent' should be reserved for things that actually can't wait. This norm exists specifically to support employees across time zones and those who work non-standard hours as part of an approved flexible arrangement — replying within your own working hours is expected, not replying instantly.</p>","en_US","TRUE","FALSE","FALSE"
"Focus Time Blocks and Calendar Etiquette","focus-time-blocks-and-calendar-etiquette","<p>Employees are encouraged to block 2+ hour focus periods on their calendar, visible to teammates as 'Focus Time — will respond after,' and Everline's calendar tooling automatically suggests avoiding meeting invites during marked focus blocks. This is available to everyone, but is specifically recommended as a first step for employees who've mentioned difficulty concentrating amid frequent meetings.</p>","en_US","TRUE","FALSE","FALSE"
"Adjusting Your Schedule for Caregiving","adjusting-your-schedule-for-caregiving","<p>Employees with caregiving responsibilities (children, aging relatives, or other dependents) can request a modified schedule — shifted hours, a mid-day break, or a compressed week — through the same Flexible Work process used for any other schedule change. No documentation of the caregiving relationship is required to start the conversation.</p>","en_US","TRUE","FALSE","FALSE"
"Time Zone Considerations for Distributed Teams","time-zone-considerations-for-distributed-teams","<p>Teams spanning more than 3 time zones are expected to rotate meeting times so the same people aren't always attending outside their working hours, and to record meetings for anyone who can't attend live. If your team isn't following this norm, raise it with your manager — it's a stated expectation, not just a suggestion.</p>","en_US","TRUE","FALSE","FALSE"
"Trial Periods for New Schedule Arrangements","trial-periods-for-new-schedule-arrangements","<p>New flexible-work arrangements (compressed schedules, fully remote shifts, non-standard hours) are typically approved on a 60-day trial before being made permanent, giving both the employee and manager a chance to confirm it works in practice. Either side can end the trial early and revert to the previous schedule without it counting against a future request.</p>","en_US","TRUE","FALSE","FALSE"
"Starting a Medical or Disability Leave Request","starting-a-medical-or-disability-leave-request","<p>Medical and disability leave requests start with a conversation with People Success, either directly or through AdaptAbility — you do not need to go through your manager first, and your manager will only be told that you're on leave, not the medical reason unless you choose to share it.</p><ol><li>Contact People Success or ask AdaptAbility to start a leave request.</li><li>Provide the expected start date and, if known, expected duration.</li><li>Submit supporting medical documentation if the leave exceeds 5 consecutive days.</li><li>People Success confirms your leave type, pay treatment, and return-to-work expectations in writing.</li></ol>","en_US","TRUE","FALSE","FALSE"
"What Is the Interactive Process?","what-is-the-interactive-process","<p>The interactive process is the required back-and-forth conversation between an employee and People Success to identify a reasonable accommodation once a need is raised — it's not a one-time form, but an ongoing dialogue until a workable solution is found or determined not to exist. Everline documents each interactive-process conversation so there's a clear record of what was discussed and agreed, but the conversation itself can happen over email, phone, or in person, whatever's more comfortable.</p>","en_US","TRUE","FALSE","FALSE"
"Return-to-Work Planning","return-to-work-planning","<p>Before returning from a medical or disability leave, People Success schedules a return-to-work conversation to confirm any accommodations needed for the transition (a phased return, a modified schedule, or equipment) are in place before your first day back. If your return date changes, notify People Success as early as possible — a delayed return does not need to be re-justified from scratch, just confirmed.</p>","en_US","TRUE","FALSE","FALSE"
"Employee Assistance Program (EAP) Overview","employee-assistance-program-eap-overview","<p>Everline's EAP provides free, confidential counseling sessions (up to 8 per issue per year), financial and legal consultation, and referrals to specialists, available to all employees and their household members regardless of whether they're enrolled in Everline's health plan. EAP usage is completely confidential — Everline never receives information about who used the program or why, only aggregate utilization statistics.</p>","en_US","TRUE","FALSE","FALSE"
"Intermittent Leave for Ongoing Conditions","intermittent-leave-for-ongoing-conditions","<p>Employees with a chronic condition that periodically prevents them from working (for example, migraines, flare-ups of an autoimmune condition, or ongoing treatment appointments) can be approved for intermittent leave — taken in smaller increments as needed rather than one continuous block. Intermittent leave is set up once with People Success and then self-reported each time it's used, rather than requiring a new request every time.</p>","en_US","TRUE","FALSE","FALSE"
"How Leave Affects Your Pay and Benefits","how-leave-affects-your-pay-and-benefits","<p>Short-term disability leave is paid at 60% of base salary for up to 12 weeks; benefits enrollment (health, dental, vision) continues unaffected during any approved leave. Unpaid leave beyond what's covered by short-term disability or accrued PTO can be arranged with People Success on a case-by-case basis. Specific pay calculations depend on your role and tenure — People Success will confirm your exact figures when you start a leave request.</p>","en_US","TRUE","FALSE","FALSE"
"Documentation Needed for a Leave Request","documentation-needed-for-a-leave-request","<p>Leave requests under 5 consecutive days generally don't require medical documentation. Leave of 5 or more consecutive days requires a healthcare provider's note confirming the need for leave and, where relevant, an expected duration — the note does not need to disclose your specific diagnosis, only the functional need and timeframe.</p>","en_US","TRUE","FALSE","FALSE"
"Extending an Existing Leave","extending-an-existing-leave","<p>To extend a leave already in progress, contact People Success before your originally scheduled return date with an updated healthcare provider's note reflecting the new expected duration. Extensions do not require restarting the interactive process from scratch — they're treated as a continuation of the existing case.</p>","en_US","TRUE","FALSE","FALSE"
"Confidentiality of Leave and Medical Information","confidentiality-of-leave-and-medical-information","<p>Medical documentation submitted for a leave or accommodation request is stored separately from your general personnel file and is only accessible to People Success staff directly handling your case — not to your manager or team. Your manager is informed only of the dates and general nature (e.g. 'medical leave') needed to manage staffing, never the underlying medical details.</p>","en_US","TRUE","FALSE","FALSE"
"Supporting a Team Member's Accommodation Without Oversharing","supporting-a-team-member-s-accommodation-without-oversharing","<p>When a team member receives an approved accommodation, managers are told only what's needed to implement it operationally (for example, 'this person will work a compressed schedule on Mondays') — never the underlying medical reason, which stays confidential with People Success. If teammates ask why someone's schedule or setup is different, the appropriate response is a general one ('we support flexible arrangements for a variety of reasons') rather than any explanation specific to that person.</p>","en_US","TRUE","FALSE","FALSE"
"What Managers Can and Cannot Ask About a Disability","what-managers-can-and-cannot-ask-about-a-disability","<p>Managers should never ask an employee to disclose a diagnosis, request to see medical documentation directly, or ask probing questions about the nature of a disability — all of that goes through People Success. A manager can ask what's needed to do the job effectively and can discuss how an approved accommodation will be implemented, but the medical justification itself is never the manager's business to evaluate.</p>","en_US","TRUE","FALSE","FALSE"
"Approving Flexible Schedule Requests as a Manager","approving-flexible-schedule-requests-as-a-manager","<p>Most flexible-schedule requests (compressed weeks, hybrid day changes, shifted hours) can be approved directly by a manager without involving People Success, as long as the request doesn't conflict with a role-specific requirement. If you're unsure whether a request is compatible with the role's requirements, or if the employee frames it as a medical need, loop in People Success rather than guessing.</p>","en_US","TRUE","FALSE","FALSE"
"Recognizing Signs a Team Member May Need Support","recognizing-signs-a-team-member-may-need-support","<p>Noticeable changes in a team member's work pattern, communication style, or engagement can sometimes indicate an unmet accommodation need, but managers should not diagnose or assume — the appropriate step is a general, supportive check-in ('I've noticed X, how are you doing, is there anything that would help?') rather than asking directly about a health condition. If the employee raises something that sounds like it could be accommodation-related, point them to People Success or AdaptAbility rather than trying to resolve it yourself.</p>","en_US","TRUE","FALSE","FALSE"
"Manager's Role in the Interactive Process","manager-s-role-in-the-interactive-process","<p>Managers are sometimes included in specific parts of the interactive process — confirming whether a proposed accommodation is operationally workable for the team, for example — but People Success leads the conversation and makes the final determination. A manager's role is to answer operational questions honestly, not to approve or deny the accommodation itself.</p>","en_US","TRUE","FALSE","FALSE"
"Building an Inclusive Team Culture","building-an-inclusive-team-culture","<p>Simple team norms — sharing meeting agendas in advance, defaulting to captions on recorded content, avoiding scheduling over known focus blocks, and normalizing flexible participation (camera-off, async responses) — reduce the number of individual accommodation requests needed in the first place by building accessibility into how the team already works. Managers are encouraged to set these as team defaults rather than case-by-case accommodations.</p>","en_US","TRUE","FALSE","FALSE"
"Handling Team Questions About a Colleague's Accommodation","handling-team-questions-about-a-colleague-s-accommodation","<p>If a teammate asks a manager why a colleague has a different schedule, setup, or working pattern, the correct response is a brief, general statement about Everline supporting varied working arrangements — never confirming or speculating about a specific colleague's situation, even if the manager knows the details. Redirect persistent questions to People Success if needed.</p>","en_US","TRUE","FALSE","FALSE"
"Manager Training Resources on Neurodiversity","manager-training-resources-on-neurodiversity","<p>Everline offers an optional but recommended manager training module on supporting neurodivergent team members — covering communication preferences, meeting structure adjustments, and how to give feedback in a way that works for different cognitive styles. It's available on-demand through the Learning Hub and takes about 45 minutes.</p>","en_US","TRUE","FALSE","FALSE"
"Screen Reader Support in Everline","screen-reader-support-in-everline","<p>Everline's web and desktop apps are compatible with JAWS, NVDA, and VoiceOver across the dashboard, task boards, and messaging surfaces. All interactive elements have labeled ARIA roles and keyboard-reachable focus order. The one known gap is the analytics chart view, which does not yet have a text-equivalent data summary — a workaround is exporting the underlying data as a table, which is fully screen-reader accessible.</p>","en_US","FALSE","TRUE","FALSE"
"Keyboard Navigation Shortcuts","keyboard-navigation-shortcuts","<p>Every action reachable by mouse in Everline is also reachable by keyboard: Tab and Shift+Tab move focus, Enter or Space activates a focused control, and Escape closes any open dialog or menu. A full shortcut reference is available in-app under Help > Keyboard Shortcuts, and can be customized per-user under Settings > Accessibility.</p>","en_US","FALSE","TRUE","FALSE"
"High-Contrast and Dark Mode Display Settings","high-contrast-and-dark-mode-display-settings","<p>Everline offers a high-contrast theme (in addition to standard light and dark modes) under Settings > Appearance, designed to meet WCAG AA contrast ratios throughout the interface, including on custom-colored task labels. The high-contrast theme can be set to apply automatically based on your operating system's accessibility settings.</p>","en_US","FALSE","TRUE","FALSE"
"Captions and Transcripts for Video Content","captions-and-transcripts-for-video-content","<p>All Everline product tutorial videos and recorded webinars include auto-generated captions, reviewed for accuracy before publishing, plus a downloadable full transcript. Live webinars include real-time captioning; if you need ASL interpretation for a live session, request it at least 48 hours in advance through the registration form.</p>","en_US","FALSE","TRUE","FALSE"
"Adjusting Text Size and Zoom","adjusting-text-size-and-zoom","<p>Everline's interface respects your browser's zoom level up to 400% without breaking layout or losing functionality, and also offers an in-app text-size control under Settings > Appearance independent of browser zoom. Both can be used together if you need larger text than either provides alone.</p>","en_US","FALSE","TRUE","FALSE"
"Color-Blind Friendly Palette Option","color-blind-friendly-palette-option","<p>Status indicators (task priority, project health, notification badges) that normally rely on red/green/yellow coloring have an alternate color-blind-friendly palette available under Settings > Appearance > Color Palette, which also adds distinct icon shapes to each status so color isn't the only signal.</p>","en_US","FALSE","TRUE","FALSE"
"Reduced Motion Setting","reduced-motion-setting","<p>Enabling Reduced Motion under Settings > Accessibility disables non-essential animations (page transitions, hover effects, loading spinners with motion) throughout Everline, replacing them with instant state changes or a simple static indicator. This setting also respects your operating system's reduced-motion preference automatically if one is set.</p>","en_US","FALSE","TRUE","FALSE"
"Voice Control Compatibility","voice-control-compatibility","<p>Everline's web app works with Voice Control on macOS and Voice Access on Windows/Android for navigation and text entry, since all interactive elements have accessible, speakable labels. Voice-driven text entry into task descriptions and comments is fully supported; voice-driven drag-and-drop reordering of tasks is not yet supported and requires a mouse, keyboard, or switch device instead.</p>","en_US","FALSE","TRUE","FALSE"
"Accessibility Roadmap and Known Gaps","accessibility-roadmap-and-known-gaps","<p>Everline publishes a public accessibility roadmap listing known gaps (currently: the analytics chart text-summary gap and voice-driven drag-and-drop) along with target resolution quarters. Customers can subscribe to updates on a specific gap and are notified directly when it ships, rather than needing to check back manually.</p>","en_US","FALSE","TRUE","FALSE"
"Requesting Invoices in an Accessible Format","requesting-invoices-in-an-accessible-format","<p>Customers who need invoices in an alternate format — large print, a screen-reader-optimized layout, or Braille — can request this once through Support, and all future invoices will automatically generate in the requested format going forward, not just the current one.</p>","en_US","FALSE","TRUE","FALSE"
"Sign Language Interpretation for Support Calls","sign-language-interpretation-for-support-calls","<p>ASL interpretation can be arranged for any scheduled support call by requesting it when you book the call, ideally at least 48 hours in advance so a qualified interpreter can be scheduled. For urgent unscheduled support needs, live chat and email support remain immediately available as alternatives while an interpreted call is arranged.</p>","en_US","FALSE","TRUE","FALSE"
"Extended Response Time Accommodations","extended-response-time-accommodations","<p>Customers who need more time to review and respond to support communications — for example, due to a cognitive or processing-related need — can request an extended-response-time flag on their account, which pauses any support-ticket auto-closure timers that would otherwise apply after a period of inactivity.</p>","en_US","FALSE","TRUE","FALSE"
"Requesting Documentation in Plain Language","requesting-documentation-in-plain-language","<p>Any Everline help article or product documentation page can be requested in a plain-language rewrite through Support — this is a manual process handled by the documentation team, typically completed within 5 business days, and the plain-language version is then published for all customers to benefit from, not just the requester.</p>","en_US","FALSE","TRUE","FALSE"
"Alternative Contact Methods for Support","alternative-contact-methods-for-support","<p>Beyond standard chat and email, customers can request phone-only support, text-relay support for Deaf or hard-of-hearing customers, or a designated single point of contact for ongoing complex issues rather than being routed to a different agent each time.</p>","en_US","FALSE","TRUE","FALSE"
"Accessible Onboarding Sessions","accessible-onboarding-sessions","<p>New customer onboarding sessions can be customized on request — screen-reader-compatible screen-sharing tools, captioning, extended session length, or a written follow-up summary in place of a live walkthrough. Mention the need when scheduling onboarding so the session can be set up correctly in advance.</p>","en_US","FALSE","TRUE","FALSE"
"How to Submit a Vendor Accommodation Request","how-to-submit-a-vendor-accommodation-request","<p>Any accommodation request related to how your organization interacts with Everline as a vendor — accessible contracting documents, accessible billing processes, or accommodations for your own team members who interact with Everline support — can be submitted through Support or directly to your account manager if you have one.</p>","en_US","FALSE","TRUE","FALSE"
"Is My Accommodation Request Confidential?","is-my-accommodation-request-confidential","<p>Yes — accommodation and leave records are stored separately from your general personnel file and are only accessible to the People Success staff directly handling your case. Your manager is told only what's operationally necessary to implement an approved accommodation, never the underlying medical or personal reason.</p>","en_US","TRUE","TRUE","FALSE"
"Appealing a Denied Accommodation Request","appealing-a-denied-accommodation-request","<p>If an accommodation request is denied or only partially approved, you can appeal the decision by requesting a review from a different People Success specialist than the one who made the original determination.</p><ol><li>Submit an appeal request within 30 days of the original decision.</li><li>State specifically what you're appealing and why.</li><li>A different specialist reviews the case, including any new information you provide.</li><li>You'll receive a written decision within 10 business days of the appeal being submitted.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Non-Retaliation Policy","non-retaliation-policy","<p>Everline prohibits retaliation against any employee or customer for requesting an accommodation, participating in the interactive process, or raising a concern about how a request was handled. Reports of suspected retaliation are investigated by a team independent of the reporting employee's management chain.</p>","en_US","TRUE","TRUE","FALSE"
"Your Rights Under Disability Accommodation Law","your-rights-under-disability-accommodation-law","<p>Employees and customers have the right to request reasonable accommodations for a disability without being required to disclose a specific diagnosis, to have that request considered through a genuine interactive process, and to appeal a denial. Everline's policy is designed to meet or exceed applicable disability-rights law in every jurisdiction where it operates, and specific legal rights can vary by location — a People Success specialist can clarify what applies to your specific situation.</p>","en_US","TRUE","TRUE","FALSE"
"Who Has Access to My Accommodation Records?","who-has-access-to-my-accommodation-records","<p>Only People Success staff directly assigned to your case can view your accommodation or leave records. IT support staff who provision approved equipment see only what's needed to fulfill the equipment request (for example, 'ship a standing desk'), never the underlying medical justification.</p>","en_US","TRUE","TRUE","FALSE"
"How Long Are Accommodation Records Retained?","how-long-are-accommodation-records-retained","<p>Accommodation and leave records are retained for the duration of employment plus a legally required minimum retention period afterward (which varies by jurisdiction), then securely deleted. You can request a copy of what's retained about you at any time — see 'Requesting a Copy of Your Accommodation File.'</p>","en_US","TRUE","TRUE","FALSE"
"Reasonable Accommodation vs. Undue Hardship","reasonable-accommodation-vs-undue-hardship","<p>Everline is required to provide a reasonable accommodation unless doing so would impose an undue hardship — a significant difficulty or expense relative to Everline's size and resources. In practice, this standard is rarely reached: nearly all requested accommodations (equipment, schedule changes, software) are approved. If a specific requested accommodation genuinely can't be provided, People Success is required to work with you to identify an alternative that does meet the need.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting a Copy of Your Accommodation File","requesting-a-copy-of-your-accommodation-file","<p>You can request a full copy of your own accommodation or leave file at any time by contacting People Success directly — this is your record and you're entitled to see it in full, including any documentation you submitted and any determinations made. Requests are typically fulfilled within 10 business days.</p>","en_US","TRUE","TRUE","FALSE"
"My Approved Equipment Never Arrived","my-approved-equipment-never-arrived","<p>If approved accommodation equipment hasn't arrived within the expected 5-7 business day window, contact People Success with your request date — most delays are a shipping issue that can be resolved with expedited reshipping, not a problem with the approval itself, which remains valid.</p>","en_US","TRUE","TRUE","FALSE"
"Screen Reader Stopped Working After an Update","screen-reader-stopped-working-after-an-update","<p>If a screen reader that previously worked correctly with Everline stops behaving properly after a product update, this is treated as a bug, not a new accommodation request — report it through Support with your screen reader name/version so the accessibility engineering team can reproduce and fix it, typically prioritized above standard bug-fix timelines.</p>","en_US","TRUE","TRUE","FALSE"
"Accessibility Setting Reverted After a Product Update","accessibility-setting-reverted-after-a-product-update","<p>Occasionally a product update can reset a personal accessibility setting (high-contrast theme, reduced motion, text size) back to its default. Re-applying the setting under Settings > Accessibility resolves it immediately; if it happens repeatedly after every update, report it to Support so it can be fixed at the source.</p>","en_US","TRUE","TRUE","FALSE"
"Flexible Schedule Not Reflected in the Time Tracking System","flexible-schedule-not-reflected-in-the-time-tracking-system","<p>If your approved flexible schedule isn't correctly reflected in Everline's internal time-tracking tool (for example, it's still flagging a compressed-schedule day as an anomaly), this is an IT/systems sync issue, not a problem with the accommodation approval itself — report it to IT Support with your approval confirmation so they can correct the system record.</p>","en_US","TRUE","TRUE","FALSE"
"Focus Room Booking System Not Working","focus-room-booking-system-not-working","<p>If the focus/quiet room booking calendar is unavailable or won't accept a booking, check the office's shared calendar directly as a fallback, and report the booking-system issue to IT Support. A standing reservation tied to an approved accommodation should never be lost due to a booking-system outage — flag it immediately if that happens.</p>","en_US","TRUE","TRUE","FALSE"
"Captions Missing on a Specific Video","captions-missing-on-a-specific-video","<p>If a specific Everline tutorial or webinar recording is missing captions or has visibly inaccurate captions, report the specific video link to Support — this is treated as a documentation gap to be fixed directly, and does not require a new accessibility request each time.</p>","en_US","TRUE","TRUE","FALSE"
"Approved Accommodation Not Yet Implemented","approved-accommodation-not-yet-implemented","<p>If an accommodation was approved but hasn't actually been put in place after a reasonable time (equipment shipped but schedule not updated, for example), contact the People Success specialist who handled your original request directly rather than starting a new request — this is a follow-up on an existing approved case, and should be resolved quickly since the determination has already been made.</p>","en_US","TRUE","TRUE","FALSE"
